Year,Month,Day,Hour,31297_Bike_Count
2019,10,30,2,51
2019,10,30,3,42
2019,10,30,4,25
2019,10,30,5,100
2019,10,30,6,550
2019,10,30,7,1787
2019,10,30,8,1498
2019,10,30,9,968
2019,10,30,10,796
2019,10,30,11,935
2019,10,30,12,1058
2019,10,30,13,1184
2019,10,30,14,1252
2019,10,30,15,1416
2019,10,30,16,1630
2019,10,30,17,1673
2019,10,30,18,1334
2019,10,30,19,1011
2019,10,30,20,652
2019,10,30,21,516
2019,10,30,22,433
2019,10,30,23,303
2019,10,31,0,145
2019,10,31,1,81
2019,10,31,2,41
2019,10,31,3,23
2019,10,31,4,37
2019,10,31,5,114
2019,10,31,6,462
2019,10,31,7,1595
2019,10,31,8,1358
2019,10,31,9,956
2019,10,31,10,704
2019,10,31,11,923
2019,10,31,12,1000
2019,10,31,13,1248
2019,10,31,14,1367
2019,10,31,15,1523
2019,10,31,16,1560
2019,10,31,17,1443
2019,10,31,18,1206
2019,10,31,19,972
2019,10,31,20,812
2019,10,31,21,566
2019,10,31,22,464
2019,10,31,23,394
2019,11,1,0,375
2019,11,1,1,384
2019,11,1,2,263
2019,11,1,3,225
2019,11,1,4,144
2019,11,1,5,91
2019,11,1,6,84
2019,11,1,7,94
2019,11,1,8,117
2019,11,1,9,234
2019,11,1,10,288
2019,11,1,11,350
2019,11,1,12,310
2019,11,1,13,305
2019,11,1,14,256
2019,11,1,15,280
2019,11,1,16,299
2019,11,1,17,376
2019,11,1,18,345
2019,11,1,19,314
2019,11,1,20,267
2019,11,1,21,209
2019,11,1,22,204
2019,11,1,23,152
2019,11,2,0,132
2019,11,2,1,97
2019,11,2,2,48
2019,11,2,3,24
2019,11,2,4,25
2019,11,2,5,43
2019,11,2,6,39
2019,11,2,7,105
2019,11,2,8,205
2019,11,2,9,385
2019,11,2,10,626
2019,11,2,11,759
2019,11,2,12,848
2019,11,2,13,674
2019,11,2,14,723
2019,11,2,15,772
2019,11,2,16,716
2019,11,2,17,698
2019,11,2,18,635
2019,11,2,19,597
2019,11,2,20,501
2019,11,2,21,293
2019,11,2,22,236
2019,11,2,23,295
2019,11,3,0,249
2019,11,3,1,220
2019,11,3,2,158
2019,11,3,3,82
2019,11,3,4,57
2019,11,3,5,59
2019,11,3,6,43
2019,11,3,7,53
2019,11,3,8,100
2019,11,3,9,210
2019,11,3,10,396
2019,11,3,11,453
2019,11,3,12,450
2019,11,3,13,514
2019,11,3,14,559
2019,11,3,15,514
2019,11,3,16,575
2019,11,3,17,560
2019,11,3,18,453
2019,11,3,19,415
2019,11,3,20,302
2019,11,3,21,195
2019,11,3,22,223
2019,11,3,23,91
2019,11,4,0,40
2019,11,4,1,17
2019,11,4,2,6
2019,11,4,3,4
2019,11,4,4,25
2019,11,4,5,105
2019,11,4,6,526
2019,11,4,7,1654
2019,11,4,8,1264
2019,11,4,9,856
2019,11,4,10,685
2019,11,4,11,754
2019,11,4,12,924
2019,11,4,13,1032
2019,11,4,14,1033
2019,11,4,15,1303
2019,11,4,16,1537
2019,11,4,17,1551
2019,11,4,18,1199
2019,11,4,19,930
2019,11,4,20,580
2019,11,4,21,396
2019,11,4,22,395
2019,11,4,23,192
2019,11,5,0,77
2019,11,5,1,27
2019,11,5,2,15
2019,11,5,3,8
2019,11,5,4,22
2019,11,5,5,103
2019,11,5,6,555
2019,11,5,7,1773
2019,11,5,8,1419
2019,11,5,9,959
2019,11,5,10,729
2019,11,5,11,781
2019,11,5,12,803
2019,11,5,13,1047
2019,11,5,14,1104
2019,11,5,15,1210
2019,11,5,16,1586
2019,11,5,17,1574
2019,11,5,18,1395
2019,11,5,19,1071
2019,11,5,20,633
2019,11,5,21,475
2019,11,5,22,438
2019,11,5,23,277
2019,11,6,0,104
2019,11,6,1,43
2019,11,6,2,25
2019,11,6,3,18
2019,11,6,4,20
2019,11,6,5,93
2019,11,6,6,440
2019,11,6,7,1458
2019,11,6,8,1354
2019,11,6,9,822
2019,11,6,10,712
2019,11,6,11,742
2019,11,6,12,837
2019,11,6,13,1018
2019,11,6,14,988
2019,11,6,15,1155
2019,11,6,16,1480
2019,11,6,17,1433
2019,11,6,18,1380
2019,11,6,19,944
2019,11,6,20,707
2019,11,6,21,547
2019,11,6,22,565
2019,11,6,23,416
2019,11,7,0,221
2019,11,7,1,134
2019,11,7,2,149
2019,11,7,3,150
2019,11,7,4,106
2019,11,7,5,126
2019,11,7,6,465
2019,11,7,7,1558
2019,11,7,8,1348
2019,11,7,9,972
2019,11,7,10,689
2019,11,7,11,844
2019,11,7,12,935
2019,11,7,13,953
2019,11,7,14,832
2019,11,7,15,1015
2019,11,7,16,1344
2019,11,7,17,1442
2019,11,7,18,1280
2019,11,7,19,933
2019,11,7,20,606
2019,11,7,21,434
2019,11,7,22,460
2019,11,7,23,235
2019,11,8,0,109
2019,11,8,1,63
2019,11,8,2,35
2019,11,8,3,22
2019,11,8,4,32
2019,11,8,5,109
2019,11,8,6,404
2019,11,8,7,1537
2019,11,8,8,1248
2019,11,8,9,880
2019,11,8,10,779
2019,11,8,11,923
2019,11,8,12,1171
2019,11,8,13,1383
2019,11,8,14,1363
2019,11,8,15,1436
2019,11,8,16,1305
2019,11,8,17,1110
2019,11,8,18,1038
2019,11,8,19,909
2019,11,8,20,561
2019,11,8,21,431
2019,11,8,22,440
2019,11,8,23,346
2019,11,9,0,264
2019,11,9,1,272
2019,11,9,2,156
2019,11,9,3,99
2019,11,9,4,58
2019,11,9,5,57
2019,11,9,6,80
2019,11,9,7,133
2019,11,9,8,273
2019,11,9,9,496
2019,11,9,10,706
2019,11,9,11,743
2019,11,9,12,776
2019,11,9,13,783
2019,11,9,14,779
2019,11,9,15,848
2019,11,9,16,779
2019,11,9,17,803
2019,11,9,18,677
2019,11,9,19,603
2019,11,9,20,564
2019,11,9,21,392
2019,11,9,22,360
2019,11,9,23,343
2019,11,10,0,288
2019,11,10,1,233
2019,11,10,2,119
2019,11,10,3,115
2019,11,10,4,65
2019,11,10,5,65
2019,11,10,6,42
2019,11,10,7,82
2019,11,10,8,98
2019,11,10,9,257
2019,11,10,10,406
2019,11,10,11,384
2019,11,10,12,546
2019,11,10,13,687
2019,11,10,14,688
2019,11,10,15,707
2019,11,10,16,701
2019,11,10,17,639
2019,11,10,18,480
2019,11,10,19,402
2019,11,10,20,281
2019,11,10,21,259
2019,11,10,22,208
2019,11,10,23,83
2019,11,11,0,41
2019,11,11,1,16
2019,11,11,2,6
2019,11,11,3,4
2019,11,11,4,17
2019,11,11,5,93
2019,11,11,6,508
2019,11,11,7,1585
2019,11,11,8,1399
2019,11,11,9,866
2019,11,11,10,666
2019,11,11,11,763
2019,11,11,12,912
2019,11,11,13,1043
2019,11,11,14,1035
2019,11,11,15,1251
2019,11,11,16,1494
2019,11,11,17,1471
2019,11,11,18,1292
2019,11,11,19,809
2019,11,11,20,530
2019,11,11,21,442
2019,11,11,22,329
2019,11,11,23,167
2019,11,12,0,79
2019,11,12,1,27
2019,11,12,2,9
2019,11,12,3,3
2019,11,12,4,10
2019,11,12,5,86
2019,11,12,6,510
2019,11,12,7,1663
2019,11,12,8,1274
2019,11,12,9,869
2019,11,12,10,559
2019,11,12,11,635
2019,11,12,12,705
2019,11,12,13,937
2019,11,12,14,952
2019,11,12,15,1176
2019,11,12,16,1466
2019,11,12,17,1415
2019,11,12,18,1319
2019,11,12,19,944
2019,11,12,20,574
2019,11,12,21,439
2019,11,12,22,455
2019,11,12,23,175
2019,11,13,0,74
2019,11,13,1,56
2019,11,13,2,10
2019,11,13,3,5
2019,11,13,4,15
2019,11,13,5,91
2019,11,13,6,486
2019,11,13,7,1658
2019,11,13,8,1404
2019,11,13,9,888
2019,11,13,10,745
2019,11,13,11,824
2019,11,13,12,893
2019,11,13,13,988
2019,11,13,14,1013
2019,11,13,15,1251
2019,11,13,16,1458
2019,11,13,17,1530
2019,11,13,18,1241
2019,11,13,19,886
2019,11,13,20,612
2019,11,13,21,439
2019,11,13,22,461
2019,11,13,23,213
2019,11,14,0,145
2019,11,14,1,73
2019,11,14,2,43
2019,11,14,3,26
2019,11,14,4,37
2019,11,14,5,111
2019,11,14,6,500
2019,11,14,7,1665
2019,11,14,8,1405
2019,11,14,9,946
2019,11,14,10,698
2019,11,14,11,747
2019,11,14,12,900
2019,11,14,13,1038
2019,11,14,14,1090
2019,11,14,15,1265
2019,11,14,16,1584
2019,11,14,17,1475
2019,11,14,18,1410
2019,11,14,19,963
2019,11,14,20,652
2019,11,14,21,449
2019,11,14,22,410
2019,11,14,23,236
2019,11,15,0,103
2019,11,15,1,53
2019,11,15,2,32
2019,11,15,3,18
2019,11,15,4,28
2019,11,15,5,93
2019,11,15,6,459
2019,11,15,7,1557
2019,11,15,8,1268
2019,11,15,9,813
2019,11,15,10,745
2019,11,15,11,882
2019,11,15,12,1099
2019,11,15,13,1286
2019,11,15,14,1283
2019,11,15,15,1255
2019,11,15,16,1168
2019,11,15,17,1078
2019,11,15,18,1001
2019,11,15,19,837
2019,11,15,20,527
2019,11,15,21,416
2019,11,15,22,353
2019,11,15,23,324
2019,11,16,0,239
2019,11,16,1,180
2019,11,16,2,152
2019,11,16,3,104
2019,11,16,4,62
2019,11,16,5,66
2019,11,16,6,82
2019,11,16,7,142
2019,11,16,8,323
2019,11,16,9,541
2019,11,16,10,604
2019,11,16,11,800
2019,11,16,12,905
2019,11,16,13,920
2019,11,16,14,925
2019,11,16,15,898
2019,11,16,16,820
2019,11,16,17,775
2019,11,16,18,694
2019,11,16,19,666
2019,11,16,20,432
2019,11,16,21,344
2019,11,16,22,314
2019,11,16,23,282
2019,11,17,0,280
2019,11,17,1,233
2019,11,17,2,178
2019,11,17,3,161
2019,11,17,4,77
2019,11,17,5,75
2019,11,17,6,38
2019,11,17,7,36
2019,11,17,8,75
2019,11,17,9,205
2019,11,17,10,321
2019,11,17,11,330
2019,11,17,12,438
2019,11,17,13,493
2019,11,17,14,550
2019,11,17,15,501
2019,11,17,16,482
2019,11,17,17,426
2019,11,17,18,345
2019,11,17,19,301
2019,11,17,20,197
2019,11,17,21,176
2019,11,17,22,115
2019,11,17,23,99
2019,11,18,0,39
2019,11,18,1,17
2019,11,18,2,2
2019,11,18,3,3
2019,11,18,4,22
2019,11,18,5,104
2019,11,18,6,429
2019,11,18,7,1393
2019,11,18,8,1239
2019,11,18,9,739
2019,11,18,10,617
2019,11,18,11,620
2019,11,18,12,753
2019,11,18,13,770
2019,11,18,14,671
2019,11,18,15,783
2019,11,18,16,1052
2019,11,18,17,989
2019,11,18,18,794
2019,11,18,19,534
2019,11,18,20,310
2019,11,18,21,235
2019,11,18,22,211
2019,11,18,23,103
2019,11,19,0,50
2019,11,19,1,16
2019,11,19,2,4
2019,11,19,3,3
2019,11,19,4,21
2019,11,19,5,101
2019,11,19,6,382
2019,11,19,7,1222
2019,11,19,8,1019
2019,11,19,9,647
2019,11,19,10,438
2019,11,19,11,534
2019,11,19,12,658
2019,11,19,13,802
2019,11,19,14,829
2019,11,19,15,1037
2019,11,19,16,1221
2019,11,19,17,1316
2019,11,19,18,1175
2019,11,19,19,966
2019,11,19,20,530
2019,11,19,21,391
2019,11,19,22,401
2019,11,19,23,225
2019,11,20,0,100
2019,11,20,1,32
2019,11,20,2,18
2019,11,20,3,5
2019,11,20,4,25
2019,11,20,5,103
2019,11,20,6,495
2019,11,20,7,1399
2019,11,20,8,1316
2019,11,20,9,876
2019,11,20,10,655
2019,11,20,11,712
2019,11,20,12,887
2019,11,20,13,955
2019,11,20,14,875
2019,11,20,15,1164
2019,11,20,16,1377
2019,11,20,17,1494
2019,11,20,18,1187
2019,11,20,19,862
2019,11,20,20,598
2019,11,20,21,410
2019,11,20,22,408
2019,11,20,23,230
2019,11,21,0,144
2019,11,21,1,74
2019,11,21,2,50
2019,11,21,3,27
2019,11,21,4,36
2019,11,21,5,105
2019,11,21,6,477
2019,11,21,7,1531
2019,11,21,8,1332
2019,11,21,9,929
2019,11,21,10,644
2019,11,21,11,692
2019,11,21,12,909
2019,11,21,13,998
2019,11,21,14,1137
2019,11,21,15,1236
2019,11,21,16,1499
2019,11,21,17,1428
2019,11,21,18,1290
2019,11,21,19,961
2019,11,21,20,605
2019,11,21,21,472
2019,11,21,22,425
2019,11,21,23,255
2019,11,22,0,115
2019,11,22,1,73
2019,11,22,2,33
2019,11,22,3,19
2019,11,22,4,38
2019,11,22,5,96
2019,11,22,6,402
2019,11,22,7,1452
2019,11,22,8,1030
2019,11,22,9,670
2019,11,22,10,530
2019,11,22,11,657
2019,11,22,12,920
2019,11,22,13,1165
2019,11,22,14,1266
2019,11,22,15,1260
2019,11,22,16,1140
2019,11,22,17,1102
2019,11,22,18,959
2019,11,22,19,845
2019,11,22,20,577
2019,11,22,21,408
2019,11,22,22,391
2019,11,22,23,339
2019,11,23,0,264
2019,11,23,1,227
2019,11,23,2,134
2019,11,23,3,87
2019,11,23,4,72
2019,11,23,5,69
2019,11,23,6,65
2019,11,23,7,118
2019,11,23,8,281
2019,11,23,9,467
2019,11,23,10,640
2019,11,23,11,762
2019,11,23,12,986
2019,11,23,13,960
2019,11,23,14,952
2019,11,23,15,934
2019,11,23,16,752
2019,11,23,17,648
2019,11,23,18,699
2019,11,23,19,548
2019,11,23,20,446
2019,11,23,21,337
2019,11,23,22,331
2019,11,23,23,264
2019,11,24,0,293
2019,11,24,1,298
2019,11,24,2,158
2019,11,24,3,121
2019,11,24,4,83
2019,11,24,5,57
2019,11,24,6,57
2019,11,24,7,58
2019,11,24,8,99
2019,11,24,9,251
2019,11,24,10,325
2019,11,24,11,377
2019,11,24,12,479
2019,11,24,13,623
2019,11,24,14,685
2019,11,24,15,677
2019,11,24,16,659
2019,11,24,17,532
2019,11,24,18,438
2019,11,24,19,368
2019,11,24,20,296
2019,11,24,21,199
2019,11,24,22,171
2019,11,24,23,85
2019,11,25,0,40
2019,11,25,1,18
2019,11,25,2,11
2019,11,25,3,3
2019,11,25,4,18
2019,11,25,5,105
2019,11,25,6,460
2019,11,25,7,1612
2019,11,25,8,1389
2019,11,25,9,877
2019,11,25,10,704
2019,11,25,11,754
2019,11,25,12,925
2019,11,25,13,1022
2019,11,25,14,978
2019,11,25,15,1173
2019,11,25,16,1538
2019,11,25,17,1491
2019,11,25,18,1215
2019,11,25,19,861
2019,11,25,20,563
2019,11,25,21,424
2019,11,25,22,346
2019,11,25,23,198
2019,11,26,0,88
2019,11,26,1,27
2019,11,26,2,9
2019,11,26,3,5
2019,11,26,4,15
2019,11,26,5,108
2019,11,26,6,518
2019,11,26,7,1732
2019,11,26,8,1333
2019,11,26,9,949
2019,11,26,10,676
2019,11,26,11,770
2019,11,26,12,853
2019,11,26,13,1042
2019,11,26,14,1084
2019,11,26,15,1289
2019,11,26,16,1519
2019,11,26,17,1572
2019,11,26,18,1371
2019,11,26,19,1003
2019,11,26,20,626
2019,11,26,21,479
2019,11,26,22,410
2019,11,26,23,212
2019,11,27,0,94
2019,11,27,1,50
2019,11,27,2,20
2019,11,27,3,12
2019,11,27,4,16
2019,11,27,5,87
2019,11,27,6,430
2019,11,27,7,1576
2019,11,27,8,1376
2019,11,27,9,793
2019,11,27,10,709
2019,11,27,11,737
2019,11,27,12,916
2019,11,27,13,1047
2019,11,27,14,1098
2019,11,27,15,1102
2019,11,27,16,1305
2019,11,27,17,1350
2019,11,27,18,1103
2019,11,27,19,849
2019,11,27,20,564
2019,11,27,21,455
2019,11,27,22,379
2019,11,27,23,279
2019,11,28,0,103
2019,11,28,1,54
2019,11,28,2,43
2019,11,28,3,29
2019,11,28,4,31
2019,11,28,5,105
2019,11,28,6,397
2019,11,28,7,1458
2019,11,28,8,1233
2019,11,28,9,741
2019,11,28,10,590
2019,11,28,11,565
2019,11,28,12,565
2019,11,28,13,752
2019,11,28,14,908
2019,11,28,15,1025
2019,11,28,16,1173
2019,11,28,17,1299
2019,11,28,18,1118
2019,11,28,19,819
2019,11,28,20,495
2019,11,28,21,340
2019,11,28,22,414
2019,11,28,23,222
2019,11,29,0,144
2019,11,29,1,72
2019,11,29,2,26
2019,11,29,3,24
2019,11,29,4,24
2019,11,29,5,93
2019,11,29,6,410
2019,11,29,7,1443
2019,11,29,8,1162
2019,11,29,9,801
2019,11,29,10,766
2019,11,29,11,1119
2019,11,29,12,1329
2019,11,29,13,1389
2019,11,29,14,1443
2019,11,29,15,1557
2019,11,29,16,1452
2019,11,29,17,1240
2019,11,29,18,1129
2019,11,29,19,916
2019,11,29,20,639
2019,11,29,21,458
2019,11,29,22,400
2019,11,29,23,403
2019,11,30,0,315
2019,11,30,1,240
2019,11,30,2,158
2019,11,30,3,125
2019,11,30,4,89
2019,11,30,5,91
2019,11,30,6,61
2019,11,30,7,127
2019,11,30,8,269
2019,11,30,9,483
2019,11,30,10,682
2019,11,30,11,798
2019,11,30,12,932
2019,11,30,13,1014
2019,11,30,14,898
2019,11,30,15,887
2019,11,30,16,779
2019,11,30,17,778
2019,11,30,18,750
2019,11,30,19,646
2019,11,30,20,430
2019,11,30,21,368
2019,11,30,22,300
2019,11,30,23,240
2019,12,1,0,226
2019,12,1,1,211
2019,12,1,2,129
2019,12,1,3,97
2019,12,1,4,58
2019,12,1,5,38
2019,12,1,6,34
2019,12,1,7,49
2019,12,1,8,80
2019,12,1,9,219
2019,12,1,10,298
2019,12,1,11,366
2019,12,1,12,450
2019,12,1,13,505
2019,12,1,14,556
2019,12,1,15,579
2019,12,1,16,563
2019,12,1,17,568
2019,12,1,18,422
2019,12,1,19,448
2019,12,1,20,340
2019,12,1,21,246
2019,12,1,22,181
2019,12,1,23,91
2019,12,2,0,42
2019,12,2,1,18
2019,12,2,2,5
2019,12,2,3,4
2019,12,2,4,23
2019,12,2,5,114
2019,12,2,6,482
2019,12,2,7,1555
2019,12,2,8,1350
2019,12,2,9,918
2019,12,2,10,668
2019,12,2,11,684
2019,12,2,12,920
2019,12,2,13,1019
2019,12,2,14,1075
2019,12,2,15,1196
2019,12,2,16,1534
2019,12,2,17,1504
2019,12,2,18,1290
2019,12,2,19,837
2019,12,2,20,576
2019,12,2,21,362
2019,12,2,22,351
2019,12,2,23,160
2019,12,3,0,60
2019,12,3,1,26
2019,12,3,2,14
2019,12,3,3,8
2019,12,3,4,16
2019,12,3,5,100
2019,12,3,6,508
2019,12,3,7,1670
2019,12,3,8,1314
2019,12,3,9,876
2019,12,3,10,714
2019,12,3,11,792
2019,12,3,12,868
2019,12,3,13,1011
2019,12,3,14,1087
2019,12,3,15,1222
2019,12,3,16,1571
2019,12,3,17,1590
2019,12,3,18,1472
2019,12,3,19,954
2019,12,3,20,627
2019,12,3,21,430
2019,12,3,22,388
2019,12,3,23,260
2019,12,4,0,79
2019,12,4,1,74
2019,12,4,2,43
2019,12,4,3,25
2019,12,4,4,36
2019,12,4,5,115
2019,12,4,6,465
2019,12,4,7,1632
2019,12,4,8,1386
2019,12,4,9,991
2019,12,4,10,753
2019,12,4,11,945
2019,12,4,12,1038
2019,12,4,13,1166
2019,12,4,14,1115
2019,12,4,15,1320
2019,12,4,16,1531
2019,12,4,17,1523
2019,12,4,18,1281
2019,12,4,19,950
2019,12,4,20,643
2019,12,4,21,433
2019,12,4,22,448
2019,12,4,23,240
2019,12,5,0,156
2019,12,5,1,97
2019,12,5,2,38
2019,12,5,3,38
2019,12,5,4,29
2019,12,5,5,100
2019,12,5,6,460
2019,12,5,7,1562
2019,12,5,8,1365
2019,12,5,9,892
2019,12,5,10,702
2019,12,5,11,748
2019,12,5,12,896
2019,12,5,13,1010
2019,12,5,14,1089
2019,12,5,15,1158
2019,12,5,16,1533
2019,12,5,17,1496
2019,12,5,18,1281
2019,12,5,19,911
2019,12,5,20,639
2019,12,5,21,449
2019,12,5,22,409
2019,12,5,23,252
2019,12,6,0,127
2019,12,6,1,44
2019,12,6,2,36
2019,12,6,3,19
2019,12,6,4,24
2019,12,6,5,97
2019,12,6,6,373
2019,12,6,7,1323
2019,12,6,8,995
2019,12,6,9,611
2019,12,6,10,476
2019,12,6,11,608
2019,12,6,12,820
2019,12,6,13,1022
2019,12,6,14,1047
2019,12,6,15,937
2019,12,6,16,979
2019,12,6,17,839
2019,12,6,18,816
2019,12,6,19,635
2019,12,6,20,460
2019,12,6,21,324
2019,12,6,22,276
2019,12,6,23,275
2019,12,7,0,254
2019,12,7,1,186
2019,12,7,2,95
2019,12,7,3,89
2019,12,7,4,64
2019,12,7,5,52
2019,12,7,6,62
2019,12,7,7,123
2019,12,7,8,251
2019,12,7,9,477
2019,12,7,10,570
2019,12,7,11,582
2019,12,7,12,663
2019,12,7,13,776
2019,12,7,14,721
2019,12,7,15,672
2019,12,7,16,641
2019,12,7,17,622
2019,12,7,18,744
2019,12,7,19,562
2019,12,7,20,443
2019,12,7,21,334
2019,12,7,22,314
2019,12,7,23,307
2019,12,8,0,296
2019,12,8,1,206
2019,12,8,2,140
2019,12,8,3,118
2019,12,8,4,66
2019,12,8,5,55
2019,12,8,6,43
2019,12,8,7,71
2019,12,8,8,74
2019,12,8,9,156
2019,12,8,10,230
2019,12,8,11,192
2019,12,8,12,237
2019,12,8,13,289
2019,12,8,14,384
2019,12,8,15,385
2019,12,8,16,519
2019,12,8,17,564
2019,12,8,18,434
2019,12,8,19,412
2019,12,8,20,356
2019,12,8,21,227
2019,12,8,22,161
2019,12,8,23,125
2019,12,9,0,45
2019,12,9,1,12
2019,12,9,2,15
2019,12,9,3,6
2019,12,9,4,20
2019,12,9,5,108
2019,12,9,6,404
2019,12,9,7,1371
2019,12,9,8,1043
2019,12,9,9,635
2019,12,9,10,408
2019,12,9,11,500
2019,12,9,12,696
2019,12,9,13,833
2019,12,9,14,819
2019,12,9,15,1085
2019,12,9,16,1182
2019,12,9,17,1187
2019,12,9,18,1028
2019,12,9,19,747
2019,12,9,20,536
2019,12,9,21,347
2019,12,9,22,281
2019,12,9,23,171
2019,12,10,0,91
2019,12,10,1,33
2019,12,10,2,18
2019,12,10,3,8
2019,12,10,4,23
2019,12,10,5,102
2019,12,10,6,492
2019,12,10,7,1613
2019,12,10,8,1326
2019,12,10,9,890
2019,12,10,10,748
2019,12,10,11,832
2019,12,10,12,952
2019,12,10,13,1011
2019,12,10,14,1175
2019,12,10,15,1319
2019,12,10,16,1569
2019,12,10,17,1463
2019,12,10,18,1391
2019,12,10,19,950
2019,12,10,20,645
2019,12,10,21,403
2019,12,10,22,384
2019,12,10,23,237
2019,12,11,0,109
2019,12,11,1,50
2019,12,11,2,13
2019,12,11,3,12
2019,12,11,4,23
2019,12,11,5,108
2019,12,11,6,444
2019,12,11,7,1371
2019,12,11,8,1051
2019,12,11,9,684
2019,12,11,10,534
2019,12,11,11,521
2019,12,11,12,617
2019,12,11,13,764
2019,12,11,14,836
2019,12,11,15,967
2019,12,11,16,1124
2019,12,11,17,1223
2019,12,11,18,1087
2019,12,11,19,863
2019,12,11,20,618
2019,12,11,21,372
2019,12,11,22,420
2019,12,11,23,252
2019,12,12,0,298
2019,12,12,1,114
2019,12,12,2,44
2019,12,12,3,71
2019,12,12,4,51
2019,12,12,5,134
2019,12,12,6,481
2019,12,12,7,1493
2019,12,12,8,1319
2019,12,12,9,906
2019,12,12,10,749
2019,12,12,11,787
2019,12,12,12,917
2019,12,12,13,1004
2019,12,12,14,1155
2019,12,12,15,1363
2019,12,12,16,1612
2019,12,12,17,1596
2019,12,12,18,1400
2019,12,12,19,937
2019,12,12,20,665
2019,12,12,21,470
2019,12,12,22,444
2019,12,12,23,298
2019,12,13,0,185
2019,12,13,1,79
2019,12,13,2,40
2019,12,13,3,29
2019,12,13,4,32
2019,12,13,5,88
2019,12,13,6,381
2019,12,13,7,1356
2019,12,13,8,1015
2019,12,13,9,755
2019,12,13,10,680
2019,12,13,11,621
2019,12,13,12,875
2019,12,13,13,1040
2019,12,13,14,1108
2019,12,13,15,1097
2019,12,13,16,1034
2019,12,13,17,1005
2019,12,13,18,937
2019,12,13,19,706
2019,12,13,20,501
2019,12,13,21,361
2019,12,13,22,334
2019,12,13,23,343
2019,12,14,0,319
2019,12,14,1,205
2019,12,14,2,165
2019,12,14,3,98
2019,12,14,4,97
2019,12,14,5,74
2019,12,14,6,59
2019,12,14,7,101
2019,12,14,8,198
2019,12,14,9,387
2019,12,14,10,551
2019,12,14,11,729
2019,12,14,12,787
2019,12,14,13,793
2019,12,14,14,812
2019,12,14,15,724
2019,12,14,16,560
2019,12,14,17,620
2019,12,14,18,595
2019,12,14,19,536
2019,12,14,20,352
2019,12,14,21,284
2019,12,14,22,255
2019,12,14,23,222
2019,12,15,0,278
2019,12,15,1,220
2019,12,15,2,202
2019,12,15,3,98
2019,12,15,4,67
2019,12,15,5,68
2019,12,15,6,47
2019,12,15,7,41
2019,12,15,8,89
2019,12,15,9,189
2019,12,15,10,286
2019,12,15,11,328
2019,12,15,12,447
2019,12,15,13,624
2019,12,15,14,633
2019,12,15,15,637
2019,12,15,16,571
2019,12,15,17,568
2019,12,15,18,545
2019,12,15,19,437
2019,12,15,20,360
2019,12,15,21,255
2019,12,15,22,210
2019,12,15,23,87
2019,12,16,0,32
2019,12,16,1,18
2019,12,16,2,9
2019,12,16,3,3
2019,12,16,4,20
2019,12,16,5,93
2019,12,16,6,476
2019,12,16,7,1484
2019,12,16,8,1272
2019,12,16,9,912
2019,12,16,10,770
2019,12,16,11,801
2019,12,16,12,988
2019,12,16,13,1062
2019,12,16,14,1002
2019,12,16,15,1246
2019,12,16,16,1445
2019,12,16,17,1525
2019,12,16,18,1257
2019,12,16,19,860
2019,12,16,20,570
2019,12,16,21,385
2019,12,16,22,362
2019,12,16,23,200
2019,12,17,0,87
2019,12,17,1,58
2019,12,17,2,23
2019,12,17,3,11
2019,12,17,4,25
2019,12,17,5,105
2019,12,17,6,489
2019,12,17,7,1676
2019,12,17,8,1334
2019,12,17,9,929
2019,12,17,10,879
2019,12,17,11,937
2019,12,17,12,1081
2019,12,17,13,1208
2019,12,17,14,1181
2019,12,17,15,1423
2019,12,17,16,1648
2019,12,17,17,1664
2019,12,17,18,1460
2019,12,17,19,1113
2019,12,17,20,683
2019,12,17,21,461
2019,12,17,22,460
2019,12,17,23,273
2019,12,18,0,132
2019,12,18,1,84
2019,12,18,2,29
2019,12,18,3,14
2019,12,18,4,16
2019,12,18,5,95
2019,12,18,6,484
2019,12,18,7,1546
2019,12,18,8,1340
2019,12,18,9,972
2019,12,18,10,891
2019,12,18,11,932
2019,12,18,12,1092
2019,12,18,13,1144
2019,12,18,14,1212
2019,12,18,15,1380
2019,12,18,16,1567
2019,12,18,17,1661
2019,12,18,18,1411
2019,12,18,19,1071
2019,12,18,20,804
2019,12,18,21,494
2019,12,18,22,455
2019,12,18,23,340
2019,12,19,0,293
2019,12,19,1,183
2019,12,19,2,115
2019,12,19,3,95
2019,12,19,4,99
2019,12,19,5,127
2019,12,19,6,487
2019,12,19,7,1532
2019,12,19,8,1290
2019,12,19,9,916
2019,12,19,10,882
2019,12,19,11,991
2019,12,19,12,1070
2019,12,19,13,1243
2019,12,19,14,1306
2019,12,19,15,1495
2019,12,19,16,1698
2019,12,19,17,1674
2019,12,19,18,1428
2019,12,19,19,1095
2019,12,19,20,643
2019,12,19,21,449
2019,12,19,22,503
2019,12,19,23,326
2019,12,20,0,237
2019,12,20,1,137
2019,12,20,2,81
2019,12,20,3,54
2019,12,20,4,45
2019,12,20,5,92
2019,12,20,6,379
2019,12,20,7,1196
2019,12,20,8,1147
2019,12,20,9,997
2019,12,20,10,891
2019,12,20,11,989
2019,12,20,12,1135
2019,12,20,13,1141
2019,12,20,14,1178
2019,12,20,15,1163
2019,12,20,16,1178
2019,12,20,17,1063
2019,12,20,18,1028
2019,12,20,19,782
2019,12,20,20,571
2019,12,20,21,385
